a0,a1,a2,a3,a4,a5,a6
134.95618,131.78925,23.404501,132.06015,114.99378,162.12355,162.69817
131.60674,135.64867,16.314919,126.60319,112.84717,164.30554,159.23337
122.46265,125.03726,18.902618,117.66315,102.02822,171.10443,166.4784
116.14667,125.29869,19.619488,112.22188,94.9215,168.55063,162.07129
117.27511,118.82261,18.299328,122.425285,104.3734,166.55772,162.9291
110.83017,116.345474,14.097283,127.67705,113.915054,167.84464,160.59732
105.22127,108.14071,12.048238,133.24196,120.54964,168.4576,158.16539
103.31341,106.158264,14.429452,138.54207,132.50253,168.57135,150.9844
104.27094,105.278015,18.311638,146.88527,142.61678,164.96504,158.0789
95.23595,101.07231,23.8571,151.69054,145.96245,160.24202,156.1967
89.53795,97.59421,33.34885,140.7365,134.66805,161.08965,159.89941
91.03842,99.66055,20.070543,120.38139,112.01534,161.20467,156.4878
88.35526,93.44523,19.16175,139.54861,132.86426,160.62297,156.01582
87.60813,90.8811,13.112608,134.83379,128.28926,160.01024,153.91446
84.42399,89.66217,15.0457735,137.39946,133.63058,158.36293,155.09679
82.21269,89.88304,29.209637,134.8547,123.42463,156.44432,153.8985
84.05666,95.402435,23.085537,120.12923,111.21281,157.38916,161.226
81.23213,91.03421,24.659397,125.62455,117.103615,153.98466,156.12413
81.51097,93.946,45.721096,116.71162,113.33654,153.93927,154.52708
81.158134,91.44899,35.41429,140.35898,131.63338,155.23946,156.03447
77.73811,87.11901,36.943073,154.70042,142.32703,155.98256,153.42427
75.91533,84.72256,25.661634,155.65074,146.51913,153.4776,156.0178
76.85496,86.534004,28.024544,142.48442,124.35932,152.47198,158.79674
72.02835,79.52264,17.632652,158.3019,150.00969,152.79988,155.51808
73.98493,80.29649,12.132842,137.82843,132.68944,150.22212,155.71689
71.61355,77.191986,15.349013,151.5457,140.801,158.63414,159.05841
67.45765,72.71949,9.013167,163.17075,158.12941,157.37944,157.90582
65.351906,70.0552,8.782682,166.55708,164.04118,155.9649,155.38464
60.407097,64.50593,7.6659794,167.87144,162.88435,151.91118,149.60638
60.326332,65.89159,13.308312,159.37625,149.66216,153.17693,151.81158
58.605423,69.52084,18.988586,160.84888,158.51335,142.32274,153.80367
57.46438,63.847538,12.275233,164.80008,159.74983,145.99094,149.95967
56.42227,62.85049,7.846153,166.52632,161.60597,149.84024,152.16624
59.720398,66.37584,13.720596,155.07597,144.61081,153.92603,155.60193
47.262676,52.596733,13.439172,164.44882,158.92288,147.36636,147.3393
52.670963,54.107887,7.8158245,160.74329,155.70631,152.61513,148.09917
51.90805,55.39723,11.55933,155.91759,142.69879,145.65108,142.67761
48.39804,50.753246,10.530034,163.61502,155.17761,146.57254,142.71321
46.527058,48.077396,8.808836,164.2772,158.0927,147.8305,141.60931
45.34377,51.27685,11.076221,165.11934,156.19615,145.76427,146.49641
45.15596,46.904488,9.0319605,166.27798,156.7436,143.9076,139.95483
41.465115,47.103638,9.397976,163.22133,156.50508,139.92708,143.65433
43.05194,49.80379,12.604543,156.19052,145.28006,140.14503,142.986
43.32649,49.603497,14.268278,162.81653,156.92035,143.19858,144.74901
44.765194,49.208103,6.9657617,157.86415,150.6572,142.93619,142.77515
39.418465,42.001194,6.291175,153.24359,142.94421,136.39598,135.24428
43.38224,47.303577,8.805601,165.86987,159.99715,140.34413,140.0866
41.039013,45.412247,8.580139,168.674,165.8957,137.47241,142.55478
41.942963,44.227394,12.369375,161.99501,158.41711,138.88324,143.77885
38.12028,27.059551,10.544451,163.82924,160.98378,143.83037,156.69655
46.800537,44.503227,10.571141,147.53548,141.76358,144.76189,143.64403
46.082607,43.15884,9.019835,164.68561,168.04706,141.82156,140.7817
46.086258,43.093,10.330911,163.766,166.19884,139.16054,136.73715
42.425213,42.88734,12.1515465,161.84987,163.03133,140.88182,141.71219
44.63915,43.029533,8.717242,169.77087,169.19127,142.16737,141.64528
40.24935,38.382656,8.662473,168.77672,170.71268,144.40918,141.67572
41.932392,37.8374,8.690206,167.51181,169.86366,144.42862,140.69434
44.5788,41.69393,9.0635805,162.34981,164.90707,143.0516,142.11151
43.11839,41.919254,10.491656,165.77328,166.91217,141.5328,141.77621
45.735832,42.088493,9.901866,167.4049,169.38753,142.49345,141.46526
39.95964,40.83154,10.344898,154.60484,148.4051,141.66446,142.06662
105.5319,118.32924,133.39227,169.39156,155.30507,139.23907,96.500465
108.842255,114.184006,117.12203,167.965,165.60779,137.20618,96.841225
112.90634,91.04632,69.33509,164.50629,168.8331,131.9973,66.47022
117.4868,105.053795,55.686966,168.09094,173.35446,149.6123,145.23683
130.09447,111.122055,43.550396,175.94695,172.13205,122.73765,128.77681
130.15697,116.86822,45.493694,173.93214,175.82419,147.33575,156.23859
114.30485,111.30608,53.27252,169.9818,173.19005,146.08304,111.70723
119.498276,102.99768,63.85877,170.16699,173.72745,141.15102,110.502235
115.71163,108.36053,57.331356,167.6727,174.80705,138.59967,112.31394
110.54308,109.38632,58.92193,166.20734,169.32544,118.41373,92.305
