a0,a1,a2,a3,a4,a5,a6
46.282963,57.222397,24.832228,131.0053,127.98686,98.653336,105.85764
67.12612,63.594673,28.99548,127.58432,117.709305,112.40049,103.312904
78.361786,67.7444,33.152615,136.70686,129.63568,114.66937,102.416046
87.720924,85.05748,39.00263,127.21961,126.583015,112.18866,111.18743
103.89751,102.44371,41.50908,118.7866,114.73379,123.76973,117.91369
120.1795,116.04022,44.73248,119.89324,116.423904,135.4547,125.487915
129.09256,127.70095,46.346596,127.13507,125.828865,140.90009,132.49701
138.98064,139.03119,46.84973,125.3721,128.14827,149.07558,137.90073
151.07315,153.99207,46.527897,124.83072,123.89322,150.13872,148.69208
152.87299,156.7612,45.751057,127.244125,128.04211,141.82242,148.08685
152.77379,153.69594,44.92298,129.13486,128.37465,131.67897,142.03929
152.85432,152.60695,45.86381,131.26685,129.40063,133.35933,146.47815
154.0036,156.8241,46.52323,131.32603,130.54384,143.80254,148.33766
142.91211,148.97021,47.20823,122.52823,123.25797,147.87958,145.75822
133.94073,130.87859,46.39708,126.248375,126.2258,148.90147,134.07121
125.511086,121.323524,45.129875,119.965775,125.431046,142.31897,130.38571
109.458046,105.592384,42.3209,121.156715,118.79395,130.57295,121.2872
93.41717,85.24453,40.021687,124.37167,127.72975,118.429276,110.99658
85.29177,72.5078,35.543034,127.495636,130.24168,123.84812,110.40358
73.619804,59.269604,30.200527,140.5254,141.56221,118.93737,101.38567
50.99949,57.82519,24.598724,134.04648,125.87725,104.01873,107.32246
34.380314,42.364044,22.021019,130.11887,128.90341,96.51463,100.02364
26.017311,24.711994,19.65787,124.67281,117.59425,92.89108,94.234886
18.53199,12.758118,17.710909,121.7565,116.6942,102.06001,91.60562
13.616527,8.760445,17.981928,111.155304,108.17064,109.81229,93.6359
16.110136,8.850662,16.749626,110.30729,106.14254,111.00877,102.994705
14.6186,6.6227045,17.930994,110.219025,107.90803,114.60038,100.155754
25.046469,16.34192,16.375328,110.83024,109.895935,115.17907,102.48735
25.899656,27.824484,17.087439,124.408936,119.96843,100.71345,98.88645
114.651375,128.61383,101.59557,91.14105,67.649864,123.12182,147.3701
108.82793,138.11134,112.36519,104.2356,67.70858,109.27681,144.45168
132.52693,143.11562,111.52289,99.92235,83.57353,135.55602,140.97762
141.1664,140.96684,117.33551,63.764423,142.20935,146.03369,134.86284
142.45815,145.89267,118.418564,51.882717,133.81168,145.38629,132.85414
138.61873,146.90178,110.96664,48.946236,125.022575,137.55333,133.2681
150.26414,147.39151,120.43496,55.58576,136.82645,144.37251,132.9375
154.78218,155.97282,113.3293,48.88226,127.348976,149.95868,140.43788
155.49248,158.78452,107.29218,59.882957,113.78633,151.6336,148.13338
150.90936,155.09439,105.53019,77.52923,89.43598,152.27954,150.2821
